使用组织	编码	名称	规格型号	描述	物料分组	物料分组编码	数据状态	禁用状态	物料属性	存货类别	基本单位	已使用	当前版本	创建人	采购类别
大成集团	ER10-0779	艾瑞德8路温度采集模块	ARD-4808-TPH		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0780	电极	P80 精品款	安德利	功能辅助器件	ER10	已审核	否	外购	原材料	个	否		刘玲	
大成集团	ER10-0781	保护罩	P80	安德利	功能辅助器件	ER10	已审核	否	外购	原材料	个	否		刘玲	
大成集团	ER10-0782	穿墙板	KEL-64/2		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0783	基恩士扫码枪	SR-X100 (配5M线材，包括网线1根、IO控制线1根，Type-C调试线1根）		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0784	科奥变压器	SGL33-45KVA，规格3相380V输入，3相160V输出，带外壳		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0785	管道风速测量仪	RS-FS-I20-9FH		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0786	中联自动化拉绳开关	SN4170-SL-C 自动复位（配件：CPA02、CPA03、拉绳3米、拉手一个）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0787	飞础科热成像仪	613C-L50-XE/485通讯		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0788	扫码枪	MD4660-HD ，RS232通讯		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0789	马肯依玛仕喷码机	Markem-imjae 1050-1HD （单喷头）打印机	每套包含：主机*1、喷码机*1、喷头主机连接线3M*1、说明书*1、光盘*1、China Ac Power电源线*1、墨盒*1	功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0790	飞础科热成像仪	616C-L47-XH/485通讯		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0791	油压机定制PT100	单芯PT100		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0792	感温贴片	HQ-55强力背胶变色测温贴		功能辅助器件	ER10	已审核	否	外购	原材料	张	否		邱康旭	
大成集团	ER10-0793	绿色高温胶带	PET 耐高温胶带，0.06mm厚，400mm宽		功能辅助器件	ER10	已审核	否	外购	原材料	米	否		王心越	
大成集团	ER10-0794	充电移动照明灯	60W白光+USB充电线不带头		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		刘玲	
大成集团	ER10-0795	依玛仕喷码机主板	1050 OEM KIT		功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0796	磨刀机LED灯泡	220V-5W		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		刘玲	
大成集团	ER10-0797	依玛仕喷码机（单喷头）	1050 OEM KIT-1HD	包含：主机1050 OEM KIT*1台；喷码头*1个；喷头主机连接线3M*1根	功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0798	依玛仕墨盒	SBK1035		功能辅助器件	ER10	已审核	否	外购	原材料	盒	否		王心越	
大成集团	ER10-0799	EN管型裸接线端子	EN0508（紫铜）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		王心越	
大成集团	ER10-0800	多米诺喷码机（G35i单喷头）	G35i GP-1C1H	控制器*1，打印头*1，线缆（2m)*1,电源*1，标准支架*1，墨盒*1	功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0801	硅胶加热板	50✖30		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		王心越	
大成集团	ER10-0802	读卡器（创天想）	USB-203-8H10D		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0803	欧恩报警灯（亿伟定制）	LED设备警示灯 ONN-M4Y-BFT-RYG-定制款		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0804	三相滤波器	SGEJ4-300A2		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0805	欧恩三色灯	ONNM4-3ABBT-RYG-50		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0806	eKL KVM网线延长器	KVM网线延长器，KU200(VGA+USB),网线延长200米，可接鼠标键盘		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0807	负荷隔离开关(V3C+KCF2PZC)进出线三极壳体	VZ9		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0808	单芯热电阻	单支，3*20测温头高绝缘，10M		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0809	iPad	2019款iPad  银白 WIFI 32G 10.2寸		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0810	15A品字插头（母头）	品字插头-15A-母头-标准版-黑色		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0811	视觉	CRK_Vision[视觉软件(视觉一拖四）]		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0812	相机	MV-CU060-10GM（600W相机，3072 × 2048)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0813	镜头	MVL-HF2528M-6MPE（25mm镜头，1/1.8”）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0814	光源	OPT-RI7000WLZ-W（环形白光		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0815	光源控制器	OPT-AP1024FTTB-2（光源控制器）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0816	宇泰UT-201B工业级RS232转RS485模块	UT-201		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0817	有人模块	USR-TCP232-306		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0818	铁氟龙胶带	0.13mm（厚）*100mm（宽）*10米（长）		功能辅助器件	ER10	已审核	否	外购	原材料	卷	否		刘玲	
大成集团	ER10-0819	插簧接线端子	6.3插簧+护套		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		刘玲	
大成集团	ER10-0820	台隆24V蓝色警示灯	LTA-505-1T		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0821	依玛氏喷墨打标机	包含：依玛氏主机markem-imaje  1050 OEM KIT*1/1/2英寸开放式打印头markem-imaje*3/喷头与主机VGA连接线3m*1/喷头与主机VGA连接线5m*2/主机电源线China Ac Power 电源线-1.5m*1/快干墨盒SBK 1035*3		功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0822	胜之行贴标机	包含：贴标机SL-92-25-A-FZ-SJ-N*1/2路转接板*1/四路集线器*1/线缆9m*1		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0823	40P插口	X210-4DH-500		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0824	单芯热电阻	PT100，压鼻式，高绝缘型铜鼻子，1000mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0825	欧恩三色LED灯管	ONN-X2M-B4-RYG-1102，DC24V，共负		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0826	三色报警灯	LED设备警示灯 ONN-M4Y-BFT-RYG-定制款（亿纬定制）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0827	华为16口千兆交换机	FutureMatrix S1730S-L16T-A2		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0828	SD卡	KV-M4G		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0829	12mm镜头	CST-YB1220-12M		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0830	条形光源	CST-2BS77738-W		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0831	光源控制器	CST-DPS系列		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0832	无线网卡	MW150US(免驱版)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0833	KGK喷码机（HQ1100-1）	HQ1100-1	主机*1，喷头*1，主机喷头线缆*1，电源适配器*1，墨盒*1，擦拭纸*1，说明书*1	功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0834	IC卡读写机	HWD-RFHID		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0835	研华交换机	EKI-5526I 16口全百兆网口		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0836	双飞燕键盘	双飞燕 KL-5 USB口		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0837	双飞燕鼠标	双飞燕 OP-520 USB口		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0838	施耐德三色报警灯	XVGB3		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0839	天正三相变压器	三相 SG-30KVA(铝） 380/160(保护式) 带外壳		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0840	公牛防水插座	F03AS+5孔插座		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0841	研华工控机	IPC-510/AIMB-705G2/I7-6700/16G/300W/固态硬盘1T/DVD/FAN/预装Windows10企业版2019长期服务版（LTSC）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0842	天正变压器	三相 SG-35KVA(铝） 380/160(保护式) 带外壳		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0843	报警信号灯	天得   TPFML6-72GB		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0844	黄绿热缩管	∅4 黄绿双色		功能辅助器件	ER10	已审核	否	外购	原材料	米	否		王心越	
大成集团	ER10-0845	黄绿热缩管	∅8 黄绿双色		功能辅助器件	ER10	已审核	否	外购	原材料	米	否		王心越	
大成集团	ER10-0846	单芯热电阻（12*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型不锈钢材质，3000mm	检测端6*4，安装钣金厚度1mm，出线端5*4(尺寸：长x宽)	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0847	打皱1	PC材质1mm*12mm*42mm带背胶，4角需为圆角，一号标准中文黑体，字体居中，文字为黑色，字间距为 2 磅，粗体,打字“打皱1”		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0848	打皱2	PC材质1mm*12mm*42mm带背胶，4角需为圆角，一号标准中文黑体，字体居中，文字为黑色，字间距为 2 磅，粗体,打字“打皱2”		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0849	复投按钮	PC材质1mm*12mm*50mm带背胶，4角需为圆角，一号标准中文黑体，字体居中，文字为黑色，字间距为 2 磅，粗体,打字“复投按钮”		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0850	黄色标签纸	TM-TP309Y		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0852	铠欧亚露点仪	KOY532DP/RS485通讯		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0853	双频无线吸顶AP	Mini AX61 吸顶式AP	无线速率3000M，供电方式，DC12V供电	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0854	光源-背光源-白光	CST-2FS490250-JZ		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0855	动平衡仪	LC-830A手持式现场动平衡仪，双通道	先付3000元定金试用一个月，试用合格后再付剩余款项，联系人：侯善滨，13522530253	功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0856	罗技鼠标键盘接收器	-	https://detail.tmall.com/item.htm?id=45274372101&ali_refid=a3_430583_1006:1110953324:N:2n1gyxVpnVhBYwcAR+1QFUEiwef5Ghpb:eff6a6120953cbae1b9e486e81d5621d&ali_trackid=1_eff6a6120953cbae1b9e486e81d5621d&spm=a230r.1.14.1&skuId=4743482770481	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0867	九家LED灯	1W 24V 白光 管长300mm		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0868	言必信单相电源滤波器	YB21D3-10A-Q		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0873	米朗外置式变送模块	MOA2N   模拟量输出：4-20mA二线制  备注：传感器到模块的线长3米，模块出来的线长1米		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0882	真空计	3PC1-001-0001，RJ45接头，0-10V输出		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0883	冠联通科技单相变压器	DGL11-15KVA 铝线材 1φ220V/1φ110V 容量15KVA，带外壳		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0884	冠联通科技单相变压器	DGL11-15KVA 铝线材 1φ220V/1φ110V 容量15KVA		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0886	单芯热电阻	单支，3*20测温头高绝缘，7.5M		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0887	单芯热电阻	单支，3*20测温头高绝缘，5M		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0888	单芯热电阻	单支，3*20测温头高绝缘，3M		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0889	单芯热电阻	单支，3*20测温头高绝缘，2.5M		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0890	4口网卡	HK-HW004   PCIE *4插槽		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0891	松下对射限光板	OS-CX-1		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0892	Type-C转网口分线器	分线器 Type-C转 百兆网口 3*USB2.0		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		刘菊屏	
大成集团	ER10-0893	单芯热电阻（18.2*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，5000mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0894	单芯热电阻（18*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型不锈钢材质，3000mm	检测端9*4，安装钣金厚度1mm，出线端8*4(尺寸：长x宽)	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0895	单芯热电阻（18.2*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，1000mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0896	单芯热电阻（18.2*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，1500mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0897	因特尔原装网卡	PCIE  I340-T4		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0898	单芯热电阻（45*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，5000mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0899	单芯热电阻（45*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，10000mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0903	台达变频器	VFD1A6ME21AFNAA		功能辅助器件	ER10	已审核	否	外购	原材料	台	否			
大成集团	ER10-0909	蜂鸣器	XB2-BSB4LC		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0910	交换机	TL-SG2226工业级 24口千兆交换机		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0911	交换机	TL-SG2008工业级 8口千兆交换机		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0912	一体式警示灯	XVGB3SMA		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0913	一维码扫码枪	BL-1371		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0914	凌臣4口网卡	LCT-G04L-I211A 4口PCIE网卡		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		王心越	
大成集团	ER10-0915	小袋鼠小键盘	DS-9818		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0916	电流互感器	42L6-A75/5A改进型.003		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0917	蜂鸣器	AD115-22/21-M AC/DC24V		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0918	报警灯	N10-DC-24V		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否		邱康旭	
大成集团	ER10-0919	TF内存卡	32GB		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0920	迈拓维矩DVI延长器	MT-120DK，DVI网线延长器，网线延长120米 ，可接鼠标键盘		功能辅助器件	ER10	已审核	否	外购	原材料	套	否		邱康旭	
大成集团	ER10-0921	好风凭真空计保护模块	HF5504-01		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		刘玲	
大成集团	ER10-0922	单支三线针型PT100	PT100见图纸，线长250mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0923	单支三线针型PT100	PT100见图纸，线长710mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	委外	原材料	件	否		邱康旭	
大成集团	ER10-0924	单支三线针型PT100	PT100见图纸，线长950mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0925	多米诺喷墨打标机	GX喷码机OEM定制版/3头机	控制器*1，打印头*3，接地线*1，安装螺丝包*1，打印头电缆线*3，调试用墨水*1，打印喷头板*3，用户手册*1	功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0926	海康威视热成像半球摄像机	DS-2TD1228T-3/QA		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0927	集电极转差分模块	HTL-4CH集电极转差分 4通道，24V转5V		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0928	差分转集电极模块	TTL-2CH集电极转差分2通道，5V转24V		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0929	塑料配电盘	背板 570*470mm 方孔板		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		王心越	
大成集团	ER10-0930	多路数据测温仪	TP1000		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0931	采集卡	TP1708P2.0		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0932	三色LED灯管	ONN-X2M-B4-RYG-905，DC24V，共负		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0933	三色LED灯管	ONN-X2M-B4-RYG-1525，DC24V，共负		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0934	三色LED灯管	ONN-X2M-B4-RYG-1110，DC24V，共负		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0935	三色灯条	UP-N3-XNS-DC-24V  1110MM		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否		邱康旭	
大成集团	ER10-0936	三色灯条	UP-N3-XNS-DC-24V  905MM		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否		邱康旭	
大成集团	ER10-0937	三色灯条	UP-N3-XNS-DC-24V  1525MM		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否		邱康旭	
大成集团	ER10-0938	螺纹式热电阻	HD-PT100-1717		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		杨智	
大成集团	ER10-0939	金士顿SD卡	32G  SDHC		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0940	爱发科真空计	SW100-A+SWP-16-N(I)		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0941	单支三线针型PT100	PT100见图纸，线长970mm并且分组标示好（高绝缘		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0942	单支三线针型PT100	PT100见图纸，线长785mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0943	单支三线针型PT100	PT100见图纸，线长760mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0944	双芯热电阻	PT100-G01（附图纸）		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0945	双芯热电阻	PT100-G02（附图纸）		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0946	数显多功能表	PD666-3SB3 96*96	可测电压、电流、功率等参数	功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0947	电流互感器	BH-0.66 40I 75/5		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0948	单支三线针型PT100	PT100见图纸，线长3500mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0949	单支三线针型PT100	PT100见图纸，线长5m并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0950	单支三线针型PT100	PT100见图纸，线长4m并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0951	RS485/232集线器	光电隔离 1P-485-4P		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0952	倍福内存卡	8G内存卡（plc：CX-5140)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0953	万耀4口网卡	WY I350T4V2		功能辅助器件	ER10	已审核	否	外购	原材料	张	否		王心越	
大成集团	ER10-0954	深谷三相三线高性能滤波器	SGEQ5-350A2		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0955	正泰电流互感器	BH-0.66 400/5A    Φ50  0.5级		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0956	正泰塑壳断路器	NM1LE-400S/3300 350A  100/200/300 MA  <0.1S		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0957	凤凰王牌55液晶电视机	46C超清画质（电视版）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0958	华为交换机	S1730S-S24T4S-QA2		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0959	4路温度采集模块	ARD-3204TP		功能辅助器件	ER10	已审核	否	外购	原材料	套	否		邱康旭	
大成集团	ER10-0960	12路温度控制模块	ARD-2412NT		功能辅助器件	ER10	已审核	否	外购	原材料	套	否		邱康旭	
大成集团	ER10-0961	荣硕温度采集模块	TSP-P1252(52路采集）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0962	单芯热电阻（16.2*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，1500mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0963	施耐德三色灯	XVGB3S		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0965	拓普瑞拓展采温模块	TP1608P2.0-AI-A		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0966	交换机	华三S5120V2-28P-SI   24口千兆		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0967	研华工控机	IPC-510/AIMB-705G2/I7-6700/DDR4 16G/固态 512G+1TB 机械硬盘/300W/DVD/预装Windows10企业版2019长期服务版（LTSC）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0968	爱发科真空计	SW100-A+SWP-16-N		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0969	单相交流EMI电源滤波器	SH420-10/L（焊片式）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0970	真空测量模块一拖二（带显示）	HF5502D		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0971	海康威视球机	iDS-2DE2402IX-D3/W/XM(XM)(T5)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0972	海康威视硬盘	HDD,ST2000VX012 ,4TB,5400,3.5 定制盘 渠道		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0973	汇川机器人输入拓展模块	IRCB500-1600END-BD		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0974	铁氟龙胶带	0.13cm厚*5000cm长*100cm宽		功能辅助器件	ER10	已审核	否	外购	原材料	卷	否		刘玲	
大成集团	ER10-0975	大成定制鼠标垫	170mm*220mm、橡胶布面、带背胶		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0976	扫码枪	FX-3216M-15M		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		李佩佩	
大成集团	ER10-0977	扫码枪	FX-2303EM-05-RBP		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		李佩佩	
大成集团	ER10-0978	USB分线器一拖四			功能辅助器件	ER10	已审核	否	外购	原材料	件	否		刘文艺	
大成集团	ER10-0979	艾瑞德模拟量	ARD-2AD（0-10V）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		陈诗婷	
大成集团	ER10-0980	斯帕克32位继电器模块	SY1F08N		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0981	斯帕克端子台线材	SX210-4D-1000		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0982	斯帕克32位继电器模块	SY1F08P		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0983	单芯热电阻	（具体尺寸见图纸）PT100,孔径8.3mm，线长3.5M		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		陈诗婷	
大成集团	ER10-0984	一维码（1-33）	精密达标识标牌厂,铝材质1mm*55mm*30mm，30mm*20mm为条形码尺寸，00001-00033各做1个，共33个		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
